CUI1,CUI2
"('Multiplicative Product', 'C1704444')",Eccrine Adenocarcinoma Cell
"('Short microvillus', 'C1182796')",Malignant Goblet-Like Mucous Cell
"('Neuroectodermal Tumor, Primitive', 'C0206663')",Malignant Neuroectodermal Cell
"('Destruction (action)', 'C1948029')",Neoplastic Oligodendrocyte
"('Pancreatic carcinoma', 'C0235974')",Serous Adenocarcinoma Cell
"('Core', 'C0444669')",Abnormal Lymphocyte cell
"('Tissue Specimen Code', 'C1547928')",Neoplastic Transitional Cell
"('Childhood Extracranial Germ Cell Tumor', 'C0796661')",Malignant Germ Cell
"('Term (lexical)', 'C1705313')",Neoplastic Centroblast
"('Breathing Distress Question', 'C4084858')",Neoplastic Neuroepithelial Cell
"('Sweat Glands', 'C0038989')",Eccrine Adenocarcinoma Cell
"('Lymphocyte', 'C0024264')",Neoplastic Large B-Lymphocyte
"('Call (Instruction)', 'C1947967')",Neoplastic Glial Cell
"('Containing (qualifier)', 'C0332256')",Immature Malignant Mast Cell
"('Primary malignant neoplasm', 'C1306459')",Epithelioid Osteoblast
"('Fast Growing', 'C4086299')",Neoplastic Mature Ganglion Cell
"('Blood', 'C0005767')",Neoplastic Myeloid Cell
"('Survival Rate', 'C0038954')",Malignant Small Cell
"('Adrenal Cortex', 'C0001613')",Neoplastic Melanocyte
"('Consequence of', 'C0686907')",Plasmablastic Immunoblast
"('low exposure', 'C4048187')",Melanoma Cell
"('Mechanism (attribute)', 'C0441712')",Neoplastic Myeloid Blast
"('Child', 'C0008059')",Neoplastic Melanocyte
"('Smear - instruction imperative', 'C1947932')",Malignant Syncytiotrophoblastic Giant Cell
"('Histology aspects', 'C4048239')",Malignant Osteoblast
"('Malignant Neoplasms', 'C0006826')",Neoplastic Squamous Cell
"('Family', 'C0015576')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Local', 'C0205276')",Neoplastic Spindle-Shaped Myofibroblast
"('Carcinoma', 'C0007097')",Adenocarcinoma Cell
"('Complete', 'C0205197')",Neoplastic Lipocyte
"('Hold - dosing instruction fragment', 'C1553387')",Neoplastic Astrocyte
"('Primary', 'C0205225')",Spindle B Melanoma Cell
"('Decision', 'C0679006')",Neoplastic Germ Cell
"('Tryptophanase', 'C0041260')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Support, device', 'C0183683')",Neoplastic Astrocyte
"('Antibiotics, Antitubercular', 'C0003237')",Malignant Small Hyperchromatic Cell
"('<3 (qualifier value)', 'C0439086')",Malignant Epithelial Small Cell
"('Natural Killer Cells', 'C0022688')",Neoplastic Myeloid Cell
"('Malignant - descriptor', 'C0205282')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Premalignant', 'C1514391')",Neoplastic Centroblast
"('Associated topography', 'C2945842')",Malignant Small Cell
"('Dependent for bathing', 'C0429986')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Frequently', 'C0332183')",Osteoclast-Like Giant Cell
"('Sweat Glands', 'C0038989')",Neoplastic Smooth Muscle Cell
"('Therapeutic radiology procedure', 'C1522449')",Spindle B Melanoma Cell
"('year', 'C0439234')",Neoplastic Centroblast
"('Tissue Growth', 'C1621966')",Malignant Lipocyte
"('Limited (extensiveness)', 'C0439801')",Neoplastic Neuroendocrine Cell
"('Respiratory tract structure', 'C0282335')",Malignant Smooth Muscle Cell
"('Myoepithelial cell', 'C0225356')",Malignant Myoepithelial Cell
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')",Malignant Spindle Squamous Cell
"('Either', 'C3844638')",Malignant Lipocyte
"('month', 'C0439231')",Neoplastic T-Lymphocyte
"('Adult human body', 'C4082212')",Malignant Squamous Cell
"('Term (lexical)', 'C1705313')",Centrocyte-Like Cell
"('white blood cell type', 'C0427536')",Abnormal Lymphocyte cell
"('Occur (action)', 'C1709305')",Epithelioid Endothelial Cell
"('SUPPLY, NOT OTHERWISE SPECIFIED', 'C1314650')",Neoplastic Astrocyte
"('Anabolism', 'C0220781')",Atypical Chondrocyte
"('Fibroblasts', 'C0016030')",Neoplastic Fibroblast
"('Benign neurologic neoplasms', 'C0497550')",Neoplastic Epithelial Clear Cell
"('Monocytes', 'C0026473')",Osteoclast-Like Giant Cell
"('Name', 'C0027365')",Hairy cell
"('Median Statistical Measurement', 'C0876920')",Neoplastic Lymphocyte
"('Malignant Neoplasms', 'C0006826')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Malignant Vaginal Neoplasm', 'C0042237')",Malignant Epithelial Spindle Cell
"('Cancer Genus', 'C0998265')",Leukemic Cell
"('Does play', 'C0600138')",Mucin-Producing Malignant Epithelial Cell
"('Increase', 'C0442805')",Neoplastic Promonocyte
"('desmin location', 'C1325785')",Epithelioid Endothelial Cell
"('Call (Instruction)', 'C1947967')",Neoplastic Squamous Cell
"('supply aspects', 'C0243163')",Spider Cell
"('Neoplasms', 'C0027651')",Neoplastic Ganglion Cell
"('Type - attribute', 'C0332307')",Malignant Neuroendocrine Large Cell
"('Electrical (qualifier value)', 'C0442828')",Neoplastic Neuroepithelial Cell
"('consider', 'C0750591')",Neoplastic Skeletal Muscle Cell
"('Tryptophanase', 'C0041260')",Malignant Cuboidal Mucous Cell
"('Leading', 'C1522538')",Abnormal Hematopoietic and Lymphoid Cell
"('Latin America', 'C0023122')",Melanoma Cell
"('Proficiency Testing Challenge', 'C3274764')",Malignant Epithelioid Cell
"('Limited Walking Ability', 'C2674459')",Neoplastic Neuroendocrine Cell
"('Patient Outcome - Died', 'C1546956')",Malignant Mesothelial Cell
"('Used by', 'C1273517')",Malignant Eccrine Cell
"('Membrane Device', 'C1706182')",Abnormal Lymphocyte cell
"('Breathing Distress Question', 'C4084858')",Neoplastic Oligodendrocyte
"('Tumor Mass', 'C3273930')",Neoplastic Eosinophilic Precursor
"('Taken', 'C1883727')",Neoplastic Lipocyte
"('Abnormal Reference Range', 'C2699333')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('site-specific telomere resolvase activity', 'C1622890')",Malignant Neuroendocrine Large Cell
"('Gonadal structure', 'C0018067')",Malignant Germ Cell
"('physiologic migration', 'C1533574')",Nevus cell
"('Molecular Mass', 'C3152252')",Giant Cells
"('Providing (action)', 'C1999230')",Spider Cell
"('Collagen', 'C0009325')",Neoplastic Fibroblast
"('Fiber', 'C0225326')",Neoplastic Fibroblast
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')",Neoplastic Muscle Cell
"('Standard (qualifier)', 'C1442989')",Neoplastic Centroblast
"('Etiology aspects', 'C0015127')",Malignant Small Hyperchromatic Cell
"('Childhood Leukemia', 'C1332977')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Support, device', 'C0183683')",Neoplastic Neuroepithelial Cell
"('Place', 'C0442504')",Neoplastic Astrocyte
"('Array Feature', 'C1706388')",Malignant Epithelioid Cell
"('Type A', 'C4264487')",Neoplastic Cell
"('SERPINA3 protein, human', 'C1869853')",Neoplastic Melanocyte
"('Device Display Device', 'C1705417')",Malignant Epithelioid Cell
"('Intravascular line', 'C0700221')",Neoplastic Myeloid Blast
"('Ras protein signal transduction', 'C1155596')",Neoplastic Perineurial-Like Cell
"('Sometimes', 'C1998882')",Neoplastic Keratinocyte
"('Main', 'C1542147')",Neoplastic Small Neuroepithelial Cell
"('Microbial anatomical capsule structure', 'C1325531')",Neoplastic Ganglion Cell
"('Not Applicable', 'C1272460')",Leukemic Cell
"('Togo', 'C0040363')",Neoplastic Granulocyte
"('Antibiotic throat preparations', 'C3540706')",Malignant Small Hyperchromatic Cell
"('Hormonal', 'C0458083')",Malignant Neuroendocrine Large Cell
"('Median (qualifier value)', 'C2939193')",Neoplastic Lymphocyte
"('Humoral Immunity [PE]', 'C3536805')",Abnormal Lymphocyte cell
"('Abnormal coordination', 'C0520966')",Neoplastic Plasma Cell
"('mesodermal', 'C0521459')",Malignant Spindle-Shaped to Round Cell
"('Challenge', 'C0805586')",Malignant Epithelioid Cell
"('1+', 'C3816745')",Spider Cell
"('Woman', 'C0043210')",Epithelioid Endothelial Cell
"('Administration procedure', 'C1533734')",Neoplastic Centroblast
"('Case (situation)', 'C0868928')",Plasmablastic Immunoblast
"('Usual Severity Weight Loss', 'C4084775')",Hodgkin Cell
"('Surface of skin', 'C1180212')",Malignant Spindle Squamous Cell
"('Binding (Molecular Function)', 'C1167622')",Neoplastic Neuroendocrine Cell
"('Term Birth', 'C0233324')",Secretory Adenocarcinoma Cell
"('Original Regulatory Submission', 'C2347409')",Neoplastic Epithelial Cell
"('1+', 'C3816745')",Neoplastic Small Neuroepithelial Cell
"('Normal', 'C0205307')",Neoplastic Myeloid Blast
"('Drop British', 'C2348338')",Epithelioid Endothelial Cell
"('Rating (action)', 'C0871208')",Epithelioid Endothelial Cell
"('Call (Instruction)', 'C1947967')",Neoplastic Muscle Cell
"('removal technique', 'C0015252')",Spindle B Melanoma Cell
"('N+ (tumor staging)', 'C0441922')",Neoplastic Melanocyte
"('Monocytes', 'C0026473')",Neoplastic Promonocyte
"('Arteries', 'C0003842')",Malignant Smooth Muscle Cell
"('gastrointestinal', 'C0521362')",Malignant Epithelial Small Cell
"('Social group', 'C0687744')",Neoplastic Germ Cell
"('Economic supply', 'C0699914')",Neoplastic Astrocyte
"('Neoplasms', 'C0027651')",Neoplastic Epithelial Cell
"('Primary', 'C0205225')",Neoplastic Plasma Cell
"('Common Specifications in HL7 V3 Publishing', 'C3245511')",Malignant Lipocyte
"('Probable diagnosis', 'C0332148')",Spindle B Melanoma Cell
"('Blood Platelets', 'C0005821')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Occurrence', 'C2745955')",Epithelioid Endothelial Cell
"('1+ Score', 'C2827734')",Neoplastic Neuroepithelial Cell
"('Polypeptide Hormones', 'C0312439')",Malignant Neuroendocrine Small Cell
"('Gait normal', 'C0231683')",Neoplastic Fibroblast
"('respiratory gaseous exchange in organisms', 'C1160636')",Spider Cell
"('Various patch test substance', 'C0440102')",Malignant Small Hyperchromatic Cell
"('Release (procedure)', 'C1963578')",Malignant Skeletal Muscle Cell
"('Australia', 'C0004340')",Malignant Primitive Germ Cell
"('neutrophil', 'C0027950')",Neoplastic Monoblast
"('Tissue Specimen Code', 'C1547928')",Malignant Transitional Cell
"('Occurrence', 'C2745955')",Plasmablastic Immunoblast
"('Osteoclasts', 'C0029431')",Neoplastic Multinucleated Giant Cell
"('Ultra-violet', 'C1532472')",Malignant Cutaneous Basal Cell
"('Function Axis', 'C0700205')",Abnormal Lymphocyte cell
"('Antibodies', 'C0003241')",Abnormal Lymphocyte cell
"('Inguinal part of abdomen', 'C0816951')",Neoplastic Centroblast
"('To', 'C1883351')",Neoplastic Centroblast
"('65', 'C0450385')",Malignant Syncytiotrophoblastic Giant Cell
"('Sharing (Social Behavior)', 'C0237876')",Malignant Endocrine Cell
"('Body tissue', 'C0040300')",Malignant Spindle-Shaped to Round Cell
"('status - In progress', 'C1272688')",Neoplastic Epithelial Clear Cell
"('respiratory gaseous exchange in organisms', 'C1160636')",Neoplastic Astrocyte
"('Safety Reporting Documentation', 'C3891294')",Malignant Eccrine Cell
"('Skin', 'C1123023')",Spindle B Melanoma Cell
"('Occur (action)', 'C1709305')",Malignant Neuroendocrine Small Cell
"('Pharyngeal Stripping Wave Absent', 'C4285062')",Neoplastic Granulocyte
"('Sometimes', 'C1998882')",Neoplastic Stellate Cell
"('Common (qualifier value)', 'C0205214')",Malignant Neuroendocrine Cell
"('Regimen - CHV concept', 'C2945654')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Discover', 'C1880355')",Malignant Small Hyperchromatic Cell
"('Example', 'C1707959')",Neoplastic Columnar Epithelial Cell
"('Schwann Cells', 'C0036387')",Neoplastic Oligodendrocyte
"('Surgical construction', 'C0441513')",Malignant Endothelial Cell
"('Time (foundation metadata concept)', 'C3541383')",Malignant Hyperchromatic Epithelial Cell
"('Fasting Status Indicator', 'C2985769')",Melanoma Cell
"('Spreading (qualifier value)', 'C0332261')",Epithelioid Osteoblast
"('Tissue Specimen Code', 'C1547928')",Malignant Cutaneous Basal Cell
"('Numbers', 'C0237753')",Neoplastic Fibroblast
"('Site', 'C0205145')",Neoplastic Neuroendocrine Cell
"('Cancer Genus', 'C0998265')",Neoplastic Promonocyte
"('Most', 'C0205393')",Poorly Differentiated Neoplastic Astrocyte
"('Pediculus (eukaryote)', 'C0030760')",Malignant Myoepithelial Cell
"('Communicable Diseases', 'C0009450')",Neoplastic Hematopoietic and Lymphoid Cell
"('Participation Type - origin', 'C1550512')",Neoplastic Multinucleated Giant Cell
"('Including (qualifier)', 'C0332257')",Malignant Small Cell
"('Carcinogens', 'C0007090')",Neoplastic Fibroblast
"('United States Military Commissioned Officer O4', 'C4521762')",Abnormal Hematopoietic and Lymphoid Cell
"('Daily Living', 'C4552744')",Neoplastic Small Neuroepithelial Cell
"('Division (surgical procedure)', 'C1293097')",Neoplastic Centroblast
"('Healthy', 'C3898900')",Osteoclast-Like Giant Cell
"('Positive Number', 'C3812269')",Neoplastic Stellate Cell
"('Uveal melanoma', 'C0220633')",Melanoma Cell
"('Target Lesion Identification', 'C2986546')",Giant Cells
"('Accumulation', 'C4055506')",Immature Malignant Mast Cell
"('loops', 'C0181687')",Neoplastic Parathyroid Gland Cell
"('Cardiovascular system', 'C0007226')",Neoplastic Leydig Cell
"('Brain', 'C0006104')",Neoplastic Myeloid Blast
"('Different', 'C1705242')",Neoplastic Monoblast
"('THYROID DIAGNOSTIC RADIOPHARMACEUTICALS', 'C3540038')",Malignant Thyroid Gland Follicular Cell
"('Cancer Genus', 'C0998265')",Spindle B Melanoma Cell
"('Hematologic Tests', 'C0018941')",Neoplastic Myeloid Blast
"('N not otherwise specified Antibody', 'C0369718')",Malignant Squamous Cell
"('Most', 'C0205393')",Neoplastic Melanocyte
"('Mature', 'C0205286')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('In addition to', 'C0332287')",Malignant Endothelial Cell
"('complex (molecular entity)', 'C1704241')",Malignant Endothelial Cell
"('Often - answer to question', 'C4050225')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Sweat Gland Neoplasms', 'C0038987')",Malignant Eccrine Cell
"('Percent of Abnormal Cells', 'C2347472')",Neoplastic Ganglion Cell
"('Function (attribute)', 'C0542341')",Neoplastic Endothelial Cell
"('Anesthetics', 'C0002932')",Malignant Skeletal Muscle Cell
"('XK wt Allele', 'C4552882')",Abnormal Hematopoietic and Lymphoid Cell
"('shared attribute', 'C1522138')",Malignant Lipocyte
"('New', 'C0205314')",Malignant Syncytiotrophoblastic Giant Cell
"('One', 'C0205447')",Malignant Skeletal Muscle Cell
"('Support, device', 'C0183683')",Neoplastic Ependymal Cell
"('Social Role', 'C0035820')",Neoplastic Astrocyte
"('1+ Score, WHO', 'C2981698')",Neoplastic Neuroepithelial Cell
"('International Classification of Diseases', 'C0870733')",Neoplastic Neuroendocrine Polygonal Cell
"('Including (qualifier)', 'C0332257')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Body tissue', 'C0040300')",Neoplastic Eosinophilic Precursor
"('Give - dosing instruction imperative', 'C1947971')",Foam Cells
"('Most', 'C0205393')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Generic Role', 'C1705810')",Neoplastic Astrocyte
"('Overall Survival', 'C4086681')",Neoplastic Centroblast
"('Human body structure', 'C0460148')",Spindle Melanocyte
"('growth aspects', 'C0220844')",Malignant Lipocyte
"('Often - answer to question', 'C4050225')",Neoplastic Cell
"('Skin Specimen', 'C0444099')",Neoplastic Connective and Soft Tissue Cell
"('Primary mucinous cystadenocarcinoma of lung', 'C3873256')",Neoplastic Epithelial Cell with Intracytoplasmic Mucin
"('Total Basophil Count', 'C1883362')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Referring', 'C0205543')",Abnormal Hematopoietic and Lymphoid Cell
"('foreign', 'C1517294')",Malignant Cell with Eosinophilic Cytoplasm
"('hold - Data Operation', 'C3853841')",Neoplastic Astrocyte
"('Storage Unit', 'C1704753')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Involvement with', 'C1314939')",Neoplastic T-Lymphocyte
"('Skin, Human', 'C4520765')",Malignant Epithelial Spindle Cell
"('Salivary Glands', 'C0036098')",Neoplastic Stellate Cell
"('Scar Tissue', 'C0241158')",Malignant Mesothelial Cell
"('Medical pathologist', 'C0334866')",Neoplastic Neuroepithelial Cell
"('Breathing Distress Question', 'C4084858')",Spider Cell
"('Limited Walking Ability', 'C2674459')",Neoplastic Fibroblast-Like Cell
"('trauma qualifier', 'C1510467')",Giant Cells
"('Precipitating Factors', 'C0032930')",Neoplastic Transitional Cell
"('common types', 'C3242448')",Malignant Epithelial Spindle Cell
"('Major <insect>', 'C4318856')",Neoplastic Parathyroid Gland Cell
"('Histologic', 'C0205462')",Lobular Carcinoma Cell
"('Granules dose form', 'C3853573')",Nevus cell
"('1+ Score, WHO', 'C2981698')",Neoplastic Oligodendrocyte
"('Term (lexical)', 'C1705313')",Neoplastic Eccrine Cell
"('Australia', 'C0004340')",Spindle B Melanoma Cell
"('Specimen Source Codes - Respiratory', 'C1546767')",Mucin-Producing Malignant Epithelial Cell
"('Muscle Cells', 'C0596981')",Malignant Smooth Muscle Cell
"('Type A', 'C4264487')",Neoplastic Small B-Lymphocyte
"('Lymphoma', 'C0024299')",Neoplastic Lipocyte
"('SPINK5 gene', 'C1423506')",Malignant Endocrine Cell
"('Priming', 'C0871133')",Malignant Endothelial Cell
"('Unit of Measure', 'C1519795')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Involvement with', 'C1314939')",Malignant Cutaneous Basal Cell
"('Large', 'C0549177')",Signet Ring Adenocarcinoma Cell
"('cell growth pattern', 'C1623229')",Neoplastic Epithelial Clear Cell
"('Mollusca', 'C0026391')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Give - dosing instruction imperative', 'C1947971')",Hypergranular Promyelocyte
"('Mast Cell Count', 'C3811745')",Immature Malignant Mast Cell
"('Established', 'C0443211')",Malignant Epithelioid Cell
"('Tissue Specimen Code', 'C1547928')",Malignant Neuroendocrine Large Cell
"('structure', 'C0678594')",Neoplastic Perineurial-Like Cell
"('Pair', 'C1709450')",Neoplastic Hematopoietic and Lymphoid Cell
"('Type A', 'C4264487')",Spindle A Melanoma Cell
"('Basement', 'C1979853')",Neoplastic Stellate Cell
"('Glia <plant>', 'C1087003')",Neoplastic Glial Cell
"('cell type', 'C0449475')",Immature Malignant Mast Cell
"('Tryptophanase', 'C0041260')",Abnormal Lymphocyte cell
"('Clinical Study Case', 'C1706256')",Neoplastic Smooth Muscle Cell
"('Mass of body structure', 'C0577559')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Type - attribute', 'C0332307')",Neoplastic Lipoblast
"('Body Excretions', 'C0504085')",Eccrine Adenocarcinoma Cell
"('Histopathologic Grade differentiation', 'C1511938')",Plasmablastic Immunoblast
"('Age', 'C0001779')",Neoplastic Lymphocyte
"('various other agents for local oral treatment in ATC', 'C3540762')",Neoplastic Centroblast
"('Hematopoiesis Alteration', 'C1372072')",Neoplastic Myeloid Cell
"('Treatment Epoch', 'C3538994')",Epithelioid Endothelial Cell
