CUI1,CUI2,Prediction
Lymphoma,Recurrent Testicular Lymphoma,1
Self,Acute lymphadenitis,0
Data Transformation,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Severe (severity modifier),Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
defects aspect,Familial Adenomatous Polyposis Associated Medulloblastoma,0
Experimental Result,FIGO Stage II Ovarian Cancer,0
risk factors,Pancreatic Intraepithelial Neoplasia-3,0
Anatomic Site,Testicular cancer metastatic,0
Common (qualifier value),Stage IB Pancreatic Cancer AJCC v8,0
Exposure to,Intestinal Metaplasia of Bladder Urothelium,1
Possibly Related to Intervention,Metastatic Carcinoma in the Lung,1
CDISC SEND Tumor Findings Results Terminology,Childhood Central Nervous System Immature Teratoma,0
Benign neoplasm of sweat gland,Benign Apocrine Neoplasm,0
Comprehension,Advanced Uterine Corpus Carcinosarcoma,0
Biological Response Modifiers,Malignant melanoma of eyelid,0
Cell Count,Thymic Clear Cell Carcinoma,0
Renal carcinoma,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Grade,Primary Cutaneous Plasmablastic Lymphoma,1
Live - Specimen Condition,Diffuse malignant mesothelioma,0
Germ Cells,Childhood Central Nervous System Immature Teratoma,1
Vagina,papillary carcinoma of penis,0
Human Papillomavirus Positive,Human Papillomavirus-Related Carcinoma,0
Including (qualifier),Colorectal cancer,0
ovarian neoplasm,FIGO Stage II Ovarian Cancer,0
Advanced phase,Stage IB Pancreatic Cancer AJCC v8,0
Diagnosis Study,Recurrent Uveal Melanoma,1
Elderly (population group),Primary Cutaneous Plasmablastic Lymphoma,0
65+,Bladder squamous cell carcinoma stage I,1
Abnormal cell,Testicular cancer metastatic,0
Cover - action,Familial Hemophagocytic Lymphocytosis,0
Back structure,Airway Hemangioma,0
Detected (finding),Heavy Chain Deposition Disease,0
Oral contraception,Endometrial Small Cell Carcinoma,0
apply - action,Human Papillomavirus-Related Carcinoma,1
Neuroectodermal Tumor,Localized Askin Tumor,0
Medical History,Uterine Cancer,0
Favorable,Endometrial Small Cell Carcinoma,1
Five-year Survival Rate,Mucinous adenocarcinoma gastric,1
Lung,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Experimental Result,Undifferentiated Endocervical Sarcoma,1
Classification,mucinous adenocarcinoma of gallbladder,0
Predisposition -- attribute,BRCA2 Syndrome,0
Age of Onset,Intestinal Metaplasia of Bladder Urothelium,0
NCI CTEP SDC Penile Cancer Sub-Category Terminology,Stage II Carcinoma of Penis,0
Circumscribe (action),Deep Leiomyoma,0
Neuroendocrine Tumors,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
status - In progress,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
Confirmed by,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Drainage procedure,Digestive System Hodgkin Lymphoma,0
heterochromatin domain,Extracranial Neuroblastoma,0
Does carry,Digestive System Hodgkin Lymphoma,1
Human patch material,Contact dermatitis due to alkali,0
Science of Etiology,Acute Undifferentiated Leukemia,1
Embryonic tissue,Stage II Hepatocellular Carcinoma AJCC v6 and v7,0
Molecular Mass,Anterior Urethral Malignant Neoplasm,1
Completely Able,Clonal Hematopoiesis of Indeterminate Potential,1
Chemicals,Intestinal Metaplasia of Bladder Urothelium,0
Affecting,Childhood Lymphoma,1
Persons,Mastocytosis,0
Image Feature,Recurrent Testicular Lymphoma,1
Primary malignant neoplasm,Localized Askin Tumor,1
floor (object),Human Papillomavirus-Related Carcinoma,0
Smear test,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
Two,Uterine Cancer,0
Cancer Histology,Recurrent Testicular Lymphoma,1
Epidemiology,gliosarcoma,0
bony process,Clonal Hematopoiesis of Indeterminate Potential,0
Table Rules - groups,Neonatal leukemia,0
Examined,Spongiotic dermatitis,0
per year,Recurrent Testicular Lymphoma,0
Usual Severity Weight Loss,Stage IB Lung Cancer AJCC v7,1
Less Than,Female Breast Carcinoma,0
Possible diagnosis,Refractory Barrett Esophagus,1
Mechanism Component of Device,Localized Askin Tumor,0
Ulcer,Stage II Carcinoma of Penis,1
Body part,Endometrial Small Cell Carcinoma,0
/40,Endometrial Small Cell Carcinoma,0
Rapid,Malignant melanoma of eyelid,1
fibroma,Giant cell angiofibroma,0
Hepatitis Viruses,Adult Hepatocellular Carcinoma,0
Show,Angiosarcoma of liver,0
Before,Uterine Cancer,0
Feelings,Cancer of Urinary Tract,0
Smear - instruction imperative,adenosquamous carcinoma of breast,0
Never (frequency),FIGO Stage II Ovarian Cancer,1
Skin Specimen,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
CDISC SDTM Procedure Terminology,Undifferentiated Endocervical Sarcoma,0
Elements,Testicular cancer metastatic,0
Treating,Spermatocytic seminoma,0
Neck,Benign Carotid Body Paraganglioma,0
Person Name,Clonal Hematopoiesis of Indeterminate Potential,0
Eye protection,Blepharal carcinoma,0
Covers (device),Blepharal carcinoma,0
Manual pelvic examination (procedure),Anterior Urethral Malignant Neoplasm,0
Measures,Refractory Barrett Esophagus,0
Therapeutic radiology procedure,Uterine Cancer,0
In Blood,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Infected,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Prior Chemotherapy,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
Chemotherapy Regimen,Undifferentiated Endocervical Sarcoma,1
Possibly Related to Intervention,Testicular cancer metastatic,1
Malignant Childhood Neoplasm,Recurrent Testicular Lymphoma,1
Telephone Extension Number,Noninfiltrating Intraductal Carcinoma,0
Firstly,Pilocytic astrocytoma of cerebellum,0
Call (Instruction),Colorectal Neuroendocrine Tumor G2,0
Second Suffix,Colorectal cancer,0
Leg,Recurrent Uveal Melanoma,0
Chromosomes,Familial Adenomatous Polyposis Associated Medulloblastoma,0
Symptoms,FIGO Stage II Ovarian Cancer,1
Occurrence,Acantholytic squamous cell carcinoma,0
Result,Recurrent Uveal Melanoma,0
Three,Advanced Uterine Corpus Carcinosarcoma,1
Pilomyxoid astrocytoma,Pilocytic astrocytoma of cerebellum,0
Rare,Urethral Carcinoma,1
Embryo,Adult Alveolar Soft Part Sarcoma,0
Retinoic Acid Response Element,adenoid cystic carcinoma of lung,1
Renal collecting tube,Collecting Duct Carcinoma of the Kidney,0
Tumor cells,Unresectable Rhabdomyosarcoma,0
Valid,Intracortical osteosarcoma,0
Characterization,Advanced Uterine Corpus Carcinosarcoma,1
Lung,papillary carcinoma of penis,0
Negation,Stage IB Pancreatic Cancer AJCC v8,0
Rare,Colorectal High Grade B-Cell Lymphoma,1
Synonym (core metadata concept),Acute lymphadenitis,0
South,Bladder squamous cell carcinoma stage I,0
New,Recurrent Testicular Lymphoma,1
Primary malignant neoplasm,Malignant melanoma of eyelid,0
Walled,Neonatal leukemia,0
Electromagnetic Fields,Acute Undifferentiated Leukemia,0
Lower - spatial qualifier,Mucinous adenocarcinoma gastric,1
Seed entity,Extracranial Neuroblastoma,1
survival aspects,Benign Carotid Body Paraganglioma,0
Case unit dose,Human Papillomavirus-Related Carcinoma,0
physiological aspects,mucinous adenocarcinoma of gallbladder,0
Value Above Reference Range,BRCA2 Syndrome,0
Progress,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Injury due to exposure to external cause,Undifferentiated Endocervical Sarcoma,1
Connective Tissue,Granular Cell Leiomyosarcoma,0
To,Methotrexate-Associated Hodgkin Lymphoma,0
Infection,Maxillary Sinus Adenocarcinoma,0
Gastroesophageal Reflux Disease,Refractory Barrett Esophagus,1
Third,Childhood Thyroid Gland Follicular Carcinoma,0
Sunlight,Contact dermatitis due to alkali,0
year,Cancer of Urinary Tract,0
Usually,Pancreatic Intraepithelial Neoplasia-3,0
laparoscopy (therapeutic),Atypical Mesothelial Hyperplasia,0
Sometimes,Cartilaginous exostosis,0
Use of,Recurrent Uveal Melanoma,1
Smear - instruction imperative,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
United States Military Commissioned Officer O4,Hodgkin lymphoma,0
Togo,Pancreatic Intraepithelial Neoplasia-3,0
Most,Anterior Urethral Malignant Neoplasm,0
Africa,Bladder squamous cell carcinoma stage I,0
Skin,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Major <insect>,Breast Ductal Adenoma,1
Aromatase,Placental aromatase deficiency,0
Neoplasms,Malignant Neoplasm with Regional Lymph Node Involvement,0
Feature,Giant cell angiofibroma,1
Groups,Heavy Chain Deposition Disease,0
Cancer Genus,Maxillary Sinus Adenocarcinoma,1
Brain,adenoid cystic carcinoma of lung,0
Hereditary,Undifferentiated Endocervical Sarcoma,0
Body tissue,Intestinal Neuroendocrine Carcinoma,0
shared attribute,Metastatic Neoplasm to the Gallbladder,0
320,Undifferentiated Endocervical Sarcoma,0
Qualitative form,Recurrent Testicular Lymphoma,0
MNX1 gene,benign mature teratoma of pancreas,0
cell type,Digestive System Hodgkin Lymphoma,1
Inguinal region,Childhood Lymphoma,0
Vomiting,Mucinous adenocarcinoma gastric,1
Present,Malignant neoplasm of choroid,0
Science of Statistics,Rhabdomyosarcoma with ganglionic differentiation,0
Q13,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0
Increased risk for cancer,Atypical Lobular Breast Hyperplasia,1
Cell Count,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Three,Neonatal leukemia,0
Bladder Neoplasm,Carcinoma of urinary bladder,0
Structure of parenchyma of lung,Stage IB Lung Cancer AJCC v7,0
Metabolic Inhibition,Unresectable Rhabdomyosarcoma,1
Tests (qualifier value),FIGO Stage II Ovarian Cancer,0
Angioma,Liver Cavernous Hemangioma,0
Before,Acantholytic squamous cell carcinoma,0
Percent Activity,Thymic Clear Cell Carcinoma,1
63,FIGO Stage II Ovarian Cancer,0
Antibodies,ALK positive large B-cell lymphoma,0
Lower (action),Diffuse malignant mesothelioma,1
Bone Marrow,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
Containing (qualifier),Colorectal High Grade B-Cell Lymphoma,1
Feature,Metastatic Ductal Breast Carcinoma,1
Penis carcinoma,Stage II Carcinoma of Penis,0
Main,Methotrexate-Associated Hodgkin Lymphoma,0
United States,Bladder squamous cell carcinoma stage I,0
Occurrence,Uterine Cancer,0
Overall Survival,Breast Ductal Adenoma,1
Country,Mucinous adenocarcinoma gastric,0
Blood,Recurrent Testicular Lymphoma,0
contents - HtmlLinkType,Refractory Barrett Esophagus,1
Compression,mucinous adenocarcinoma of gallbladder,1
Pruritus,Nodular Lymphocyte Predominant Hodgkin Lymphoma,0
Occurrence Indicator,Stage II Hepatocellular Carcinoma AJCC v6 and v7,0
Neuroendocrine Tumors,Stage III Gastric Neuroendocrine Tumor AJCC v8,0
Cell (compartment),Clonal Hematopoiesis of Indeterminate Potential,1
Relationships,FIGO Stage II Ovarian Cancer,0
Involvement with,Acute Undifferentiated Leukemia,1
International Classification of Diseases,Intracortical osteosarcoma,0
Slow progression,Recurrent Testicular Lymphoma,1
Lower (action),Mucinous adenocarcinoma gastric,0
Cellular Debris,Digestive System Hodgkin Lymphoma,1
Malignancy,Neonatal leukemia,1
Sexual Partners,Stage II Carcinoma of Penis,0
1+,gliosarcoma,1
Caucasoid Race,Extracranial Neuroblastoma,1
Irritant (disposition),Contact dermatitis due to alkali,0
Cell Device,squamous cell carcinoma of the thyroid gland,0
research subject screening,Mucinous adenocarcinoma gastric,0
Methods aspects,Acantholytic squamous cell carcinoma,0
Hereditary Diseases,Stage IB Pancreatic Cancer AJCC v8,0
Therapeutic radiology procedure,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
Liquid substance,Anterior Urethral Malignant Neoplasm,0
Main,Choroid Necrotic Melanoma,0
Precision - characteristic,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Fishes,Ichthyosis,0
Main,FIGO Stage II Ovarian Cancer,0
Requirement,Maxillary Sinus Adenocarcinoma,1
Partial,Bladder squamous cell carcinoma stage I,1
Skin,Deep Leiomyoma,1
Version,Familial Hemophagocytic Lymphocytosis,0
Sufficiently defined concept definition status (core metadata concept),Female Breast Carcinoma,0
Solid organ transplant,Tonsillar Carcinoma,0
Common Specifications in HL7 V3 Publishing,Neonatal leukemia,0
Dictionaries as Topic,Ampulla of Vater Tubular Adenoma,0
Shortness of breath:-:Point in time:^Patient:-,Stage IB Lung Cancer AJCC v7,0
31,Mucinous adenocarcinoma gastric,0
Concept model range (foundation metadata concept),Recurrent Testicular Lymphoma,0
Make - Instruction Imperative,Endometrial Small Cell Carcinoma,1
Fever,Acute Undifferentiated Leukemia,1
Greasy hair,Benign Apocrine Neoplasm,0
Due to,Ichthyosis,0
Ovarian Follicle,Recurrent Testicular Lymphoma,0
Complete,Carcinoma of urinary bladder,0
Osteoporosis,Placental aromatase deficiency,0
white blood cell type,Malignant Neoplasm with Regional Lymph Node Involvement,0
Molecular Mass,Recurrent Testicular Lymphoma,1
Sore skin,Stage II Carcinoma of Penis,0
Etiology aspects,Human Papillomavirus-Related Carcinoma,1
Mean Percent of Normal,Unresectable Rhabdomyosarcoma,1
Classification of information,Noninfiltrating Intraductal Carcinoma,0
Status post,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
To,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
SLC6A2 protein,Stage III Gastric Neuroendocrine Tumor AJCC v8,0
Cell (compartment),Breast Ductal Adenoma,1
Usual Severity Sweats,Methotrexate-Associated Hodgkin Lymphoma,1
ancestors,Extracranial Neuroblastoma,0
Carrying,Digestive System Hodgkin Lymphoma,1
Account number:Identifier:Point in time:^Patient:Nominal,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Abnormal,Atypical Lobular Breast Hyperplasia,1
Hematuria,Intestinal Metaplasia of Bladder Urothelium,0
In Blood,Cancer of Urinary Tract,0
Carcinoma,Lung squamous cell carcinoma stage I,1
Surgical aspects,Mucinous adenocarcinoma gastric,0
Slightly (qualifier value),Recurrent Uveal Melanoma,0
Most,Cartilaginous exostosis,0
Entity,Recurrent Testicular Lymphoma,0
GCFC2 gene,Giant cell angiofibroma,0
Patient currently pregnant,Placental aromatase deficiency,0
Variable (uniformity),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Heart,Diffuse malignant mesothelioma,0
Fourth ventricle structure,Malignant neoplasm of choroid,0
Time,Leptomeningeal sarcoma,0
Case unit dose,Pancreatic Intraepithelial Neoplasia-3,0
Present,Pilocytic astrocytoma of cerebellum,1
Replacement - supply,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Bothered by Night Sweats,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Unmarried person,Heavy Chain Deposition Disease,0
Diffuse malignant lymphoma - centroblastic-centrocytic,Recurrent Testicular Lymphoma,0
Physical findings:Finding:Point in time:^Patient:Nominal:Observed,Breast Ductal Adenoma,0
Pruritus,Hodgkin lymphoma,0
Therapeutic radiology procedure,Acantholytic squamous cell carcinoma,0
Rest,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
Include (action),Primary Cutaneous Plasmablastic Lymphoma,0
Therapeutic radiology procedure,Primary Cutaneous Plasmablastic Lymphoma,0
Group A (blood group),Stage I Gastric Neuroendocrine Tumor AJCC v8,0
Primary malignant neoplasm,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Merkel cell carcinoma,Stage II Carcinoma of Penis,0
Slight (qualifier value),Malignant melanoma of eyelid,0
Common Specifications in HL7 V3 Publishing,Heavy Chain Deposition Disease,0
Human body,Placental aromatase deficiency,0
Common (qualifier value),Human Papillomavirus-Related Carcinoma,1
Slightly Agree,Recurrent Uveal Melanoma,1
Increase,Malignant melanoma of eyelid,0
One,Recurrent Testicular Lymphoma,0
Common (qualifier value),Urethral Carcinoma,1
NCI CTEP SDC Basal Cell Carcinoma Sub-Category Terminology,Testicular cancer metastatic,0
Malignant Neoplasms,Anterior Urethral Malignant Neoplasm,0
Hormone Therapy,Uterine Cancer,0
Diagnosis,Advanced Uterine Corpus Carcinosarcoma,1
Pregnancy,Cancer of Urinary Tract,1
IPSS Risk Category High,Tonsillar Carcinoma,1
Brain Neoplasms,Refractory Glioma,0
Result,Malignant melanoma of eyelid,0
Pancreatic ductal cell,Mucinous neoplasm,0
Therapeutic procedure,Malignant Testicular Sertoli Cell Tumor,0
Occurrence,Malignant melanoma of eyelid,0
Smear - instruction imperative,Blepharal carcinoma,0
Rate,Carcinoma of urinary bladder,0
Very,Cancer of Urinary Tract,0
/hour,Mucinous adenocarcinoma gastric,0
chronic,Cartilaginous exostosis,0
Physical Medical Procedure,Endometrial Small Cell Carcinoma,0
TARSAL-CARPAL COALITION SYNDROME,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Mathematical Operator,mucinous adenocarcinoma of gallbladder,0
Follicular,Childhood Thyroid Gland Follicular Carcinoma,0
Tryptophanase,Unfavorable Non-Hodgkin Lymphoma,1
55,Uterine Cancer,0
Sodium Chloride,Mucinous adenocarcinoma gastric,0
Africa,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
per period (qualifier value),Thymic Clear Cell Carcinoma,0
Human body structure,Digestive System Hodgkin Lymphoma,0
Pediculus (eukaryote),adenoid cystic carcinoma of lung,1
Particle,Neonatal leukemia,0
United States,Recurrent Testicular Lymphoma,0
patient condition,Pilocytic astrocytoma of cerebellum,0
Specimen Source Codes - tumor,adenoid cystic carcinoma of lung,0
Before values,Lung squamous cell carcinoma stage I,0
To,Human Papillomavirus-Related Carcinoma,0
Glioblastoma Multiforme Pathway,gliosarcoma,1
per year,Acantholytic squamous cell carcinoma,0
Appearance,Colorectal High Grade B-Cell Lymphoma,0
Reported Term,Adenocarcinoma of the prostate metastatic,0
Poor - qualifier,Human Papillomavirus-Related Carcinoma,1
Mass,Stage IB Pancreatic Cancer AJCC v8,1
Junction Device,Refractory Barrett Esophagus,0
depend,Choroid Necrotic Melanoma,0
Common Specifications in HL7 V3 Publishing,Cancer of Urinary Tract,0
Cancer Other,Undifferentiated Endocervical Sarcoma,1
Reduced,Undifferentiated Endocervical Sarcoma,1
Adult Non-Hodgkin Lymphoma,Recurrent Testicular Lymphoma,0
Malignant Neoplasms,Maxillary Sinus Adenocarcinoma,1
Good,Pilocytic astrocytoma of cerebellum,0
SLC6A2 wt Allele,Intestinal Neuroendocrine Carcinoma,0
Including (qualifier),Mastocytosis,1
Upper abdominal pain,Mucinous adenocarcinoma gastric,0
Stem of Organ,Clonal Hematopoiesis of Indeterminate Potential,0
algorithm,Breast Ductal Adenoma,0
Present,Recurrent Testicular Lymphoma,1
Down Syndrome,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
