CUI1,CUI2,Prediction
DNA Breaks,BRCA2 Syndrome,1
T-Lymphocytopenia,Thymic Clear Cell Carcinoma,1
Science of Etiology,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Incidence,Clonal Hematopoiesis of Indeterminate Potential,1
Negation,Breast Ductal Adenoma,1
Neurofibromatosis 1,Pilocytic astrocytoma of cerebellum,1
Breaking down,Malignant melanoma of eyelid,1
Ultrasonic Shockwave,Malignant Testicular Sertoli Cell Tumor,1
Known,papillary carcinoma of penis,1
Primary,Recurrent Uveal Melanoma,1
Fatigue,Diffuse malignant mesothelioma,1
Infrequent,Recurrent Uveal Melanoma,1
Primary malignant neoplasm,Methotrexate-Associated Hodgkin Lymphoma,1
Biomaterial Treatment,Acantholytic squamous cell carcinoma,1
Known,Refractory Barrett Esophagus,1
Science of Etiology,Stage II Carcinoma of Penis,1
Multiplication,Pancreatic Intraepithelial Neoplasia-3,1
Adenocarcinoma,Stage IB Pancreatic Cancer AJCC v8,1
Cancer Genus,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Presentation,Giant cell angiofibroma,1
Abundance,mucinous adenocarcinoma of gallbladder,1
Decrease,Endometrial Small Cell Carcinoma,1
In Blood,Liver Cavernous Hemangioma,1
Rare,Spermatocytic seminoma,1
Reporting,Serous cystadenocarcinoma ovary,1
diagnosis aspect,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
chronic,Tonsillar Carcinoma,1
National origin,Adult Alveolar Soft Part Sarcoma,1
Statistical Significance,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Negation,Human Papillomavirus-Related Carcinoma,1
Disease,Malignant melanoma of eyelid,1
Platelets Product,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Lower (action),Malignant Testicular Sertoli Cell Tumor,1
Cancer Remission,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Approximate,Undifferentiated Endocervical Sarcoma,1
Exposure to,Acantholytic squamous cell carcinoma,1
Controlled by,Breast Ductal Adenoma,1
Malignant neoplasm of breast,Breast Ductal Adenoma,1
Arising,Adult Alveolar Soft Part Sarcoma,1
Clinical,Recurrent Testicular Lymphoma,1
Optimistic,mucinous adenocarcinoma of gallbladder,1
Childhood Lymphoma,Methotrexate-Associated Hodgkin Lymphoma,1
Keratoconjunctivitis Sicca,Blepharal carcinoma,1
60%,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Regulatory Application,Acantholytic squamous cell carcinoma,1
Causing,Liver Cavernous Hemangioma,1
Units Of Measure - lumen,Childhood Thyroid Gland Follicular Carcinoma,1
Infrequent,adenoid cystic carcinoma of lung,1
Rapid,Unfavorable Non-Hodgkin Lymphoma,1
Symptoms,Uterine Cancer,1
MYOT gene,Leiomyoma of Gallbladder,1
Mass,Pancreatic Intraepithelial Neoplasia-3,1
Excision,Recurrent Uveal Melanoma,1
Malignant - descriptor,Extra-Adrenal Paraganglioma,1
Childhood Non-Hodgkin Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
Primary malignant neoplasm,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Involvement with,Childhood Lymphoma,1
Cure (remedy),Malignant Testicular Sertoli Cell Tumor,1
Cells,mucinous adenocarcinoma of gallbladder,1
Glioblastoma Multiforme Pathway,Recurrent Diffuse Intrinsic Pontine Glioma,1
Sustained,Human Papillomavirus-Related Carcinoma,1
To,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Recent,Recurrent Testicular Lymphoma,1
Target Lesion Identification,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Cervical lymph node group,Tonsillar Carcinoma,1
Lumpectomy of breast,Breast Ductal Adenoma,1
Array Feature,Colorectal Neuroendocrine Tumor G2,1
Screening,Endometrial Small Cell Carcinoma,1
Known,Leiomyoma of Gallbladder,1
Recurrence,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Poverty,Human Papillomavirus-Related Carcinoma,1
Providing presence (regime/therapy),Tonsillar Carcinoma,1
Line Unit of Length,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Fibrosis,mucinous adenocarcinoma of gallbladder,1
60%,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
High Level,Tonsillar Carcinoma,1
Poor - grade value,Mucinous adenocarcinoma gastric,1
Adolescent (age group),Thymic Clear Cell Carcinoma,1
Negative Surgical Margin,Thymic Clear Cell Carcinoma,1
Group A (blood group),Unfavorable Non-Hodgkin Lymphoma,1
Benign neoplasm of paraganglion,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Primary malignant neoplasm,Adult Alveolar Soft Part Sarcoma,1
Sacral dysgenesis,benign mature teratoma of pancreas,1
Widening,Granular Cell Leiomyosarcoma,1
Skin Erosion,Recurrent Uveal Melanoma,1
Percent of Bacteria,Digestive System Hodgkin Lymphoma,1
Abnormal Reference Range,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Disease,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Common (qualifier value),Adult Hepatocellular Carcinoma,1
Cell Count,papillary carcinoma of penis,1
1+ Score,Ichthyosis,1
Late,Anterior Urethral Malignant Neoplasm,1
Symptoms aspect,Localized Askin Tumor,1
Malignant neoplasm of large intestine,Colorectal High Grade B-Cell Lymphoma,1
Cells,Female Breast Carcinoma,1
Affecting,Recurrent Uveal Melanoma,1
Irritation (finding),Giant cell angiofibroma,1
Stroma,Papillary cystic tumor,1
Biopsy,Acantholytic squamous cell carcinoma,1
Human Papillomavirus,Tonsillar Carcinoma,1
Subject Risk,Diffuse malignant mesothelioma,1
Anal Sex,Human Papillomavirus-Related Carcinoma,1
Cancer Genus,Colorectal High Grade B-Cell Lymphoma,1
Involvement with,Acute lymphadenitis,1
Benign,Pilocytic astrocytoma of cerebellum,1
Proliferation,Testicular cancer metastatic,1
Receive,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Fever,Localized Askin Tumor,1
Cessation of life,Bladder squamous cell carcinoma stage I,1
Bothered by Vomiting,Choroid Necrotic Melanoma,1
Weight Loss,Mucinous adenocarcinoma gastric,1
Deoxyribonucleic Acid Measurement,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Diagnosis Study,Malignant Testicular Sertoli Cell Tumor,1
Stem of Organ,Leptomeningeal sarcoma,1
Low Mitosis-Karyorrhexis Index,mucinous adenocarcinoma of gallbladder,1
2+,Acantholytic squamous cell carcinoma,1
Etiology aspects,mucinous adenocarcinoma of gallbladder,1
Overall Publication Type,Clonal Hematopoiesis of Indeterminate Potential,1
Muscle Tissue,Adult Alveolar Soft Part Sarcoma,1
Adult Non-Hodgkin Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
Skin tanning,Recurrent Uveal Melanoma,1
Widening,Recurrent Testicular Lymphoma,1
Melanocytic nevus,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
<90,Human Papillomavirus-Related Carcinoma,1
Radioactive Seed Implant Dosing Unit,Extracranial Neuroblastoma,1
Subject Risk,FIGO Stage II Ovarian Cancer,1
Dysplasia,Testicular cancer metastatic,1
Rapid,Acute Undifferentiated Leukemia,1
Diffuse Large B-Cell Lymphoma,Primary Cutaneous Diffuse Large B-Cell Lymphoma,1
Lymphoma,Colorectal High Grade B-Cell Lymphoma,1
Accessory,Digestive System Hodgkin Lymphoma,1
Surrounding (qualifier value),Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
MOSTLY,Digestive System Hodgkin Lymphoma,1
Term Birth,Ampulla of Vater Tubular Adenoma,1
Experimental Result,Granular Cell Leiomyosarcoma,1
Nuclear (nucleus),Angiosarcoma of liver,1
Symptoms,Bladder squamous cell carcinoma stage I,1
2+ Score,FIGO Stage II Ovarian Cancer,1
Abnormal cell,Human Papillomavirus-Related Carcinoma,1
Common (qualifier value),Recurrent Uveal Melanoma,1
Group A (blood group),Metastatic Ductal Breast Carcinoma,1
Angioimmunoblastic Lymphadenopathy,Unfavorable Non-Hodgkin Lymphoma,1
Out (direction),Metastatic Ductal Breast Carcinoma,1
Mixed (qualifier value),Anterior Urethral Malignant Neoplasm,1
Back Pain,Stage IB Pancreatic Cancer AJCC v8,1
Weight decreased,Methotrexate-Associated Hodgkin Lymphoma,1
Associated topography,Extra-Adrenal Paraganglioma,1
Malignant Neoplasms,Childhood Lymphoma,1
Diagnostic Neoplasm Staging,Intestinal Metaplasia of Bladder Urothelium,1
Derivation,Childhood Central Nervous System Immature Teratoma,1
Basal cell carcinoma,Testicular cancer metastatic,1
HLA Complex,Thymic Clear Cell Carcinoma,1
Adverse Event Associated with Vascular,Granular Cell Leiomyosarcoma,1
Science of Etiology,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Similarity,Adult Alveolar Soft Part Sarcoma,1
Pelvic Pain,FIGO Stage II Ovarian Cancer,1
Swelling,Malignant Testicular Sertoli Cell Tumor,1
Type A,Colorectal Mucin Poor Hyperplastic Polyp,1
Chemotherapy,Endometrial Small Cell Carcinoma,1
Clinical Study Case,Acantholytic squamous cell carcinoma,1
High Grade Lymphoma (neoplasm),Unfavorable Non-Hodgkin Lymphoma,1
Fix,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Presentation,Acantholytic squamous cell carcinoma,1
Primary,Serous cystadenocarcinoma ovary,1
Patient Reported Outcome Stem,Leptomeningeal sarcoma,1
80%,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Image Feature,Metastatic Ductal Breast Carcinoma,1
Broken skin,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Li-Fraumeni Syndrome,Acute Undifferentiated Leukemia,1
Disease Screening,Endometrial Small Cell Carcinoma,1
Cancer Genus,Anterior Urethral Malignant Neoplasm,1
Rare,Acute lymphadenitis,1
teratologic,Atypical Lobular Breast Hyperplasia,1
Cancer Etiology,mucinous adenocarcinoma of gallbladder,1
Parenchyma,Carcinoma ex pleomorphic adenoma of parotid gland,1
Cutaneous,Deep Leiomyoma,1
Squamous Epithelial Cells,papillary carcinoma of penis,1
Low Back Pain,Intestinal Metaplasia of Bladder Urothelium,1
Leukemia,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Malignant epithelioma,Breast Ductal Adenoma,1
Response Likelihood,Breast Ductal Adenoma,1
Cancer Remission,Acute Undifferentiated Leukemia,1
More Often than Once a Day,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Deterioration of status,Choroid Necrotic Melanoma,1
Present,Digestive System Hodgkin Lymphoma,1
Ancestry-Informative Marker,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Survival Rate,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Increased,FIGO Stage II Ovarian Cancer,1
Involvement with,Hodgkin lymphoma,1
Include (action),Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Beginning,Advanced Uterine Corpus Carcinosarcoma,1
Removed,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Disease remission,Acute Undifferentiated Leukemia,1
3+ Score,Malignant melanoma of eyelid,1
Symptoms aspect,Refractory Barrett Esophagus,1
Leukemic Cells Measurement,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Pleomorphism (morphologic abnormality),Carcinoma ex pleomorphic adenoma of parotid gland,1
Lymphangitis,Acute lymphadenitis,1
Tissue damage,Neonatal leukemia,1
Small,Adult Alveolar Soft Part Sarcoma,1
Benign Vascular Neoplasm,Liver Cavernous Hemangioma,1
Hodgkin Disease,Methotrexate-Associated Hodgkin Lymphoma,1
Retinoic Acid Response Element,Extra-Adrenal Paraganglioma,1
High,Mucinous adenocarcinoma gastric,1
Array Feature,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
disease transmission,Human Papillomavirus-Related Carcinoma,1
health and disease,Intracortical osteosarcoma,1
Multiple malignancy,Bladder squamous cell carcinoma stage I,1
Formation,Cartilaginous exostosis,1
Cancer Genus,Diffuse malignant mesothelioma,1
Infected,Adult Hepatocellular Carcinoma,1
Cell (compartment),papillary carcinoma of penis,1
Possible diagnosis,Testicular cancer metastatic,1
Major,Breast Ductal Adenoma,1
Malignant Neoplasms,Recurrent Uveal Melanoma,1
Containing (qualifier),Childhood Thyroid Gland Follicular Carcinoma,1
United States,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Life threatening - Event Consequence,Female Breast Carcinoma,1
Malignant Neoplasms,Mucinous adenocarcinoma gastric,1
Placental Steroid Sulfatase Deficiency,Ichthyosis,1
Entity Determiner - specific,Primary Cutaneous Plasmablastic Lymphoma,1
Possible diagnosis,Lung squamous cell carcinoma stage I,1
65+,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Mass of body structure,Acantholytic squamous cell carcinoma,1
Juvenile,Pilocytic astrocytoma of cerebellum,1
Tickling sensation quality,Extracranial Neuroblastoma,1
Breaking down,Cartilaginous exostosis,1
Trial Screening,Endometrial Small Cell Carcinoma,1
Case (situation),Adult Fibrolamellar Carcinoma,1
Infective cystitis,Carcinoma of urinary bladder,1
include - SetOperator,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
intrathecal chemotherapy,Acute Undifferentiated Leukemia,1
Treatment Epoch,Maxillary Sinus Adenocarcinoma,1
CD5 Positive,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Present,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Malignant Neoplasms,Stage I Adult Non-Hodgkin Lymphoma,1
Fatal,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Type A,Recurrent Uveal Melanoma,1
Mutation,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
How Often Felt Normal question,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Including (qualifier),Noninfiltrating Intraductal Carcinoma,1
50%,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Long-term,Refractory Barrett Esophagus,1
Reduced,Mucinous adenocarcinoma gastric,1
Indication of (contextual qualifier),Atypical Lobular Breast Hyperplasia,1
Lymphocyte Activation,Digestive System Hodgkin Lymphoma,1
Kind of quantity - Taste,Refractory Barrett Esophagus,1
Formation,Choroid Necrotic Melanoma,1
Bands,Childhood Thyroid Gland Follicular Carcinoma,1
Immunotherapy,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Lacking,Female Breast Carcinoma,1
Including (qualifier),Acute Undifferentiated Leukemia,1
Ewings sarcoma,Localized Askin Tumor,1
Manufactured form,Adult Alveolar Soft Part Sarcoma,1
Aggressive Non-Hodgkin Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
Immature Lymphocytes Measurement,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Category Type,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Array Feature,benign mature teratoma of pancreas,1
CD5L wt Allele,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Scar Tissue,Acantholytic squamous cell carcinoma,1
Chemotherapy Regimen,Endometrial Small Cell Carcinoma,1
Head - Component of Device,Extra-Adrenal Paraganglioma,1
Adult Lymphoma,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Persistent,Human Papillomavirus-Related Carcinoma,1
Most,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Pediculus (eukaryote),Noninfiltrating Intraductal Carcinoma,1
Gene Mutation,BRCA2 Syndrome,1
Disease,Primary Cutaneous Plasmablastic Lymphoma,1
Melanoma Pathway,Malignant melanoma of eyelid,1
Affecting,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Melanocytic nevus,Malignant melanoma of eyelid,1
Mammary Gland Parenchyma,Granular Cell Leiomyosarcoma,1
Science of Etiology,Hemangioma,1
Family (taxonomic),Human Papillomavirus-Related Carcinoma,1
Worse,Choroid Necrotic Melanoma,1
Primary,Methotrexate-Associated Hodgkin Lymphoma,1
Platelets,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Thin (qualifier value),Diffuse malignant mesothelioma,1
Group A (qualifier value),Unfavorable Non-Hodgkin Lymphoma,1
ASPM wt Allele,Adult Alveolar Soft Part Sarcoma,1
Variety (taxon),Hemangioma,1
Fragment,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Plant nodule,Deep Leiomyoma,1
adaptive,Thymic Clear Cell Carcinoma,1
Segmental Mastectomy,Breast Ductal Adenoma,1
Chromosomal translocation,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
20%,Acantholytic squamous cell carcinoma,1
Spinal meningocele,benign mature teratoma of pancreas,1
Fever,Stage I Adult Non-Hodgkin Lymphoma,1
non-recurrent,Primary Cutaneous Plasmablastic Lymphoma,1
Estimated,Localized Askin Tumor,1
Symptoms,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Myeloid,Heavy Chain Deposition Disease,1
Death NOS,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Definitely Related to Intervention,Stage IB Pancreatic Cancer AJCC v8,1
Mature,Thymic Clear Cell Carcinoma,1
*Type - Kind of quantity,Bladder squamous cell carcinoma stage I,1
<50,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Cells,Carcinoma of urinary bladder,1
Including (qualifier),Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Increase,Undifferentiated Endocervical Sarcoma,1
Common (qualifier value),Leiomyoma of Gallbladder,1
Etiology aspects,Diffuse malignant mesothelioma,1
Initially,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Disease Screening,Undifferentiated Endocervical Sarcoma,1
Cells,Recurrent Testicular Lymphoma,1
Active License,Thymic Clear Cell Carcinoma,1
Concept History,Uterine Cancer,1
Base - General Qualifier,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
AKR1A1 wt Allele,Stage I Adult Non-Hodgkin Lymphoma,1
High,Acantholytic squamous cell carcinoma,1
Treatment Epoch,Recurrent Uveal Melanoma,1
Primary malignant neoplasm,Recurrent Uveal Melanoma,1
Reduction (chemical),FIGO Stage II Ovarian Cancer,1
Recurrence (disease attribute),Cancer of Urinary Tract,1
Increased,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Rapid,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Fatal,Angiosarcoma of liver,1
Sex Cord-Stromal Tumor,FIGO Stage II Ovarian Cancer,1
Symptoms,Stage II Carcinoma of Penis,1
1+ Score,Mucinous adenocarcinoma gastric,1
Biomaterial Treatment,Carcinoma of urinary bladder,1
mole changes,Recurrent Uveal Melanoma,1
New,Intestinal Metaplasia of Bladder Urothelium,1
Cell Count,Stage IB Pancreatic Cancer AJCC v8,1
Absent,Female Breast Carcinoma,1
Bilateral complete salpingectomy,Undifferentiated Endocervical Sarcoma,1
Cystic,Papillary cystic tumor,1
Similarity,gliosarcoma,1
Subcategory,Neonatal leukemia,1
Formation,Colorectal High Grade B-Cell Lymphoma,1
Manufactured form,Breast Ductal Adenoma,1
Reflux within Device Medical Device Problem,Refractory Barrett Esophagus,1
Blood Cells,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Primary,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Age,Acute Undifferentiated Leukemia,1
Three,Extracranial Neuroblastoma,1
Affecting,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Immunotherapy,Carcinoma of urinary bladder,1
Symptoms,Diffuse malignant mesothelioma,1
High Mitosis-Karyorrhexis Index,FIGO Stage II Ovarian Cancer,1
Count of entities,Undifferentiated Endocervical Sarcoma,1
More common in males,Adult Hepatocellular Carcinoma,1
IPSS Risk Category Low,Human Papillomavirus-Related Carcinoma,1
Cancer Genus,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Container status - Identified,Thymic Clear Cell Carcinoma,1
Probability,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Usual Severity Weight Loss,Childhood Lymphoma,1
Type A,Liver Cavernous Hemangioma,1
Malignant - descriptor,Germinoma,1
Tumor stage,Breast Ductal Adenoma,1
Congenital Abnormality,Childhood Central Nervous System Immature Teratoma,1
